,album_name,artist_name,source_countries
1144,Enthrone Darkness Triumphant,Dimmu Borgir,"Belarus, Bulgaria, China, Europe, Germany, Indonesia, Japan, Malaysia, Poland, Romania, Russia, Thailand, US"
1145,Epicus Doomicus Metallicus,Candlemass,"France, US"
1146,Epitaph,Necrophagist,"Canada, Europe, Germany, US"
1147,Equinoxe,Jean Michel Jarre,"Austria, Canada, France, German Democratic Republic (GDR), Germany, India, Indonesia, Ireland, Israel, Italy, Japan, Netherlands, New Zealand, Philippines, Portugal, Scandinavia, Singapore, Malaysia, Hong Kong, Spain, UK, US, Yugoslavia"
1148,Era Vulgaris,Queens of the Stone Age,"Argentina, Australasia, Brazil, Canada, Colombia, Europe, Germany, Indonesia, Ireland, Malaysia, Mexico, New Zealand, Philippines, Poland, Romania, Russia, Singapore, South Africa, Taiwan, Thailand, UK, US, Ukraine, Worldwide"
1149,Era extraña,Neon Indian,"Australia, Canada, Europe, Japan, UK, US"
1150,Erotica,Madonna,"Argentina, Australia, Brazil, Bulgaria, Canada, Chile, Colombia, Croatia, Czechoslovakia, Ecuador, Egypt, Europe, France, Germany, Guatemala, Hong Kong, Hungary, India, Indonesia, Israel, Japan, Malaysia, Mexico, Mozambique, Netherlands, Paraguay, Peru, Philippines, Poland, Russia, Singapore, South Africa, South Korea, Thailand, Turkey, UK, US, Uruguay, Venezuela"
1151,Eskimo,The Residents,US
1152,Eternal Atake,Lil Uzi Vert,Worldwide
1153,Eternal Atake (Deluxe): LUV vs. the World 2,Lil Uzi Vert,"US, Worldwide"
1154,Eternal Rhythm,Don Cherry,Germany
1155,Eternity,Anathema,"Australia, Bulgaria, Czech Republic, Europe, Japan, Poland, UK, US, Ukraine"
1156,Eureka,Jim O'Rourke,"Europe, Japan, UK, US"
1157,Even in the Quietest Moments...,Supertramp,"Australia, Brazil, Canada, Colombia, Denmark, Europe, France, Germany, Greece, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Peru, Philippines, Portugal, Rhodesia, Scandinavia, South Africa, Spain, UK, US, Venezuela"
1158,Evening Star,Fripp & Eno,"Germany, New Zealand, UK, US"
1159,Evermore,Taylor Swift,"Australasia, Europe, Mexico, US, Worldwide"
1160,Eversince,Bladee,Sweden
1161,Every Open Eye,CHVRCHES,"Australia, Austria, Europe, Germany, Japan, South East Asia, South Korea, UK, UK, Europe, US"
1162,Every Picture Tells a Story,Rod Stewart,"Australia, Brazil, Canada, France, Germany, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Scandinavia, South Africa, Spain, Taiwan, UK, US"
1163,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,"Argentina, Australasia, Canada, Chile, Europe, Germany, India, Indonesia, Israel, Malaysia, Mexico, Paraguay, Philippines, Russia, Saudi Arabia, UK, UK, Europe, US, Venezuela"
1164,Everyday Life,Coldplay,"Argentina, Australia, Brazil, Europe, Japan, Russia, UK, UK, Europe, US, US, US, Europe, Worldwide"
1165,Everyday Robots,Damon Albarn,"Argentina, Brazil, Canada, Chile, Europe, Finland, France, Hong Kong, Japan, Mexico, Netherlands, Russia, Taiwan, UK, Europe, US"
1166,Everything All the Time,Band of Horses,"Europe, US"
1167,Everything Else Matters,Pinkshinyultrablast,"Europe, Japan, UK, UK, US, US"
1168,Everything Goes Numb,Streetlight Manifesto,"Japan, US"
1169,Everything Is Fire,Ulcerate,"UK, Europe, US"
1170,Everything Must Go,Manic Street Preachers,"Australia, Bulgaria, Canada, Europe, Germany, Japan, Malaysia, Netherlands, Poland, South Africa, Taiwan, Thailand, Turkey, UK, UK, Europe, US"
1171,Everything Not Saved Will Be Lost Part 1,Foals,"Argentina, Australia, Brazil, Colombia, Europe, Japan, UK, US"
1172,Everything Now,Arcade Fire,"Argentina, Canada, Colombia, Europe, France, Japan, Mexico, Russia, UK, US, US, Canada, US, Europe"
1173,Everything Will Be Alright in the End,Weezer,"Argentina, Australia, Canada, Europe, Indonesia, Japan, Mexico, South East Asia, UK, UK, Europe, US, US"
1174,Everywhere at the End of Time: Stage 2,The Caretaker,UK
1175,Everywhere at the End of Time: Stage 3,The Caretaker,UK
1176,Everywhere at the End of Time: Stage 4,The Caretaker,UK
1177,Everywhere at the End of Time: Stage 5,The Caretaker,UK
1178,Everywhere at the End of Time: Stage 6,The Caretaker,UK
1179,Evil Empire,Rage Against the Machine,"Australia, Brazil, Bulgaria, Canada, Chile, Colombia, Denmark, Europe, Germany, Indonesia, Japan, Mexico, Netherlands, Philippines, Poland, Russia, South Korea, Thailand, Turkey, US"
1180,Evolve,Imagine Dragons,"Australasia, Brazil, Canada, China, Colombia, Europe, Japan, Mexico, Poland, Russia, South Africa, Taiwan, UK, US, Ukraine"
1181,Exai,Autechre,UK
1182,Excavation,The Haxan Cloak,"Canada, UK, US"
1183,Excitable Boy,Warren Zevon,"Australia, Belgium, Brazil, Canada, Colombia, France, Germany, Italy, Japan, Netherlands, New Zealand, South Africa, Spain, UK, US"
1184,Exciter,Depeche Mode,"Argentina, Asia, Australasia, Australia, Australia, New Zealand, Benelux, Brazil, Bulgaria, Canada, Chile, Colombia, Czech Republic, Europe, France, Germany, Guatemala, Hungary, India, Indonesia, Israel, Italy, Japan, Lithuania, Malaysia, Mexico, Philippines, Poland, Russia, Scandinavia, South Africa, South Korea, Taiwan, Thailand, Turkey, UK, US, Ukraine"
1185,Exercises in Futility,Mgła,"Finland, Poland"
1186,Exile in Guyville,Liz Phair,"Canada, Europe, US"
1187,Exile on Main St.,The Rolling Stones,"Argentina, Australia, Austria, Brazil, Canada, France, Germany, Greece, Israel, Italy, Japan, Lebanon, Mexico, Netherlands, South Africa, South Korea, Spain, Taiwan, Turkey, UK, US, Venezuela"
1188,Exit Planet Dust,The Chemical Brothers,"Australasia, Canada, China, Europe, India, Italy, Japan, Malaysia, UK, US"
1189,Exit!,Fire! Orchestra,Norway
1190,Experience,The Prodigy,"Australia, Bulgaria, Canada, Europe, Germany, Italy, Japan, Malaysia, Netherlands, Poland, Saudi Arabia, Thailand, UK, US"
1191,"Experimental Jet Set, Trash and No Star",Sonic Youth,"Australia, Brazil, Canada, Europe, Indonesia, Israel, Italy, Japan, Malaysia, Mexico, Poland, South Africa, South Korea, Thailand, Turkey, US"
1192,Exploded Drawing,Polvo,"Australia, US"
1193,Exploding Head,A Place to Bury Strangers,"Australia, Europe, Taiwan, US"
1194,Extraordinary Machine,Fiona Apple,US
1195,Extreme Aggression,Kreator,"Canada, Germany, Indonesia, Japan, Poland, Scandinavia, Sweden, Thailand, US"
1196,Exuma,Exuma,"Brazil, Canada, France, Germany, UK, US"
1197,Eye Contact,Gang Gang Dance,"Asia, Japan, Mexico, UK, UK, US, US"
1198,Eye in the Sky,The Alan Parsons Project,"Australia, Barbados, Brazil, Canada, Colombia, Ecuador, Europe, France, Germany, Greece, Guatemala, Indonesia, Ireland, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Panama, Peru, Philippines, Portugal, Saudi Arabia, Scandinavia, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Taiwan, Turkey, UK, US, Venezuela"
1199,Eyes Like the Sky,King Gizzard and The Lizard Wizard,Australia
1200,Eyes Open,Snow Patrol,"Argentina, Australasia, Brazil, Canada, Chile, China, Europe, Germany, Indonesia, Japan, Malaysia, Mexico, New Zealand, Philippines, Poland, Russia, Singapore, South Africa, Thailand, UK, UK, Ireland, US, Ukraine"
1201,E·MO·TION,Carly Rae Jepsen,"Argentina, Australasia, Australia, Brazil, Canada, Europe, Finland, France, Hong Kong, Indonesia, Japan, Mexico, Poland, Romania, US"
1202,FM!,Vince Staples,US
1203,FORGET,Xiu Xiu,"Europe, France, France, Benelux, Germany, Italy, Japan, Russia, UK, US"
1204,Fables of the Reconstruction,R.E.M.,"Australia, Brazil, Canada, Europe, Japan, Netherlands, New Zealand, Philippines, Portugal, Saudi Arabia, Spain, UK, UK, US, US"
1205,Fabulous Muscles,Xiu Xiu,"Australia, Canada, Germany, Spain, US"
1206,Face Tat,Zach Hill,"Japan, US"
1207,Face Value,Phil Collins,"Argentina, Australia, Austria, Brazil, Canada, Chile, Colombia, Europe, France, Germany, Greece, Indonesia, Ireland, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Philippines, Portugal, Scandinavia, South Africa, Spain, Taiwan, UK, US, Venezuela"
1208,Face the Music,Electric Light Orchestra,"Australia, Canada, France, Germany, Greece, Guatemala, Ireland, Israel, Italy, Netherlands, New Zealand, Rhodesia, Scandinavia, South Africa, Spain, Sweden, UK, US"
1209,Face to Face,The Kinks,"Australia, Canada, Chile, Germany, Greece, Italy, Netherlands, New Zealand, South Africa, Spain, UK, US, Venezuela"
1210,Facelift,Alice in Chains,"Canada, Europe, Israel, Japan, Netherlands, Poland, South Korea, UK, US"
1211,Fade,Yo La Tengo,"Europe, Japan, Mexico, Russia, Taiwan, UK, US"
1212,Fading Frontier,Deerhunter,"Japan, UK, Europe, US"
1213,Fair Warning,Van Halen,"Australia, Austria, Brazil, Canada, Colombia, Ecuador, France, Germany, Greece, Guatemala, Ireland, Israel, Italy, Japan, Mexico, Netherlands, Philippines, Portugal, Scandinavia, South Africa, Spain, UK, US, Venezuela, Zimbabwe"
1214,Faith,George Michael,"Australia, Bolivia, Brazil, Canada, Colombia, Europe, Greece, Hong Kong, Hungary, India, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Malaysia, Mexico, Peru, Philippines, Portugal, Saudi Arabia, Singapore, South Africa, South Korea, Spain, Taiwan, Thailand, Turkey, UK, UK, Europe, US, Zimbabwe"
1215,Faith,The Cure,"Australia, Canada, France, Germany, Indonesia, Ireland, Italy, Netherlands, New Zealand, Scandinavia, Singapore, Spain, UK"
1216,Faith in Persona,death's dynamic shroud.wmv,US
1217,Faith in Strangers,Andy Stott,"Belgium, Japan, UK"
1218,Fake Train,Unwound,US
1219,Fallen,Burzum,"Brazil, Europe, Japan, Mexico, Norway, Romania, UK, US"
1220,Fallen,Evanescence,US
1221,Falling Into Infinity,Dream Theater,"Argentina, Australia, Brazil, Bulgaria, Canada, Europe, Germany, Indonesia, Japan, Malaysia, Philippines, Poland, Russia, South Korea, Thailand, Turkey, US"
1222,Familiars,The Antlers,"Australia, Europe, UK, UK, Europe, US"
1223,Fantasies,Metric,"Australia, Canada, Hong Kong, Japan, Mexico, Philippines, UK, US"
1224,Fantasma,Cornelius,Japan
1225,Fantastic Damage,El-P,US
1226,Fantastic Planet,Failure,"Canada, US"
1227,"Fantastic, Vol. 2",Slum Village,Canada
1228,Fantasy Empire,Lightning Bolt,US
1229,Far Away From the Sun,Sacramentum,"France, Russia"
1230,Far Beyond Driven,Pantera,"Argentina, Australia, Bolivia, Brazil, Bulgaria, Canada, Chile, China, Colombia, Europe, Germany, Guatemala, India, Indonesia, Israel, Japan, Malaysia, Peru, Philippines, Poland, Romania, South Africa, South Korea, Thailand, Turkey, UK, US"
1231,Far Side Virtual,James Ferraro,"UK, US"
1232,Fare Forward Voyagers (Soldier's Choice),John Fahey,US
1233,Farm,Dinosaur Jr.,"Australia, Europe, Hong Kong, Japan, Russia, Taiwan, UK, UK, Europe, US"
1234,"Fas – Ite, maledicti, in ignem aeternum",Deathspell Omega,"France, US"
1235,Fashion Nugget,Cake,"Argentina, Australasia, Canada, Europe, Indonesia, Japan, Malaysia, Netherlands, South Africa, UK, US"
1236,Father of All…,Green Day,"Argentina, Australia, Brazil, Canada, Europe, Japan, Mexico, Taiwan, US, US, Europe, Worldwide"
1237,Father of the Bride,Vampire Weekend,"Australia, Canada, Europe, Japan, Mexico, US, US, Canada, US, Canada, Europe"
1238,Fatigue,L'Rain,"UK, US"
1239,Faust,Faust,"Germany, UK"
1240,Faust IV,Faust,"Germany, Italy, South Africa, UK"
1241,Favourite Worst Nightmare,Arctic Monkeys,"Argentina, Australia, Brazil, Colombia, Europe, France, Hong Kong, Indonesia, Japan, Mexico, Middle East, Philippines, Russia, Singapore, South Africa, South Korea, Thailand, UK, UK, Europe, US, US, Canada, Worldwide"
1242,Fawn,Foxtails,"US, US, Europe"
1243,Fear,John Cale,"Canada, Italy, Spain, UK, US, US, Canada"
1244,Fear Fun,Father John Misty,"Europe, UK, Europe, US"
1245,Fear of Music,Talking Heads,"Australia, Canada, France, Germany, Greece, Ireland, Italy, Japan, Netherlands, New Zealand, Portugal, Scandinavia, South Africa, Spain, UK, US"
1246,Fear of a Black Planet,Public Enemy,"Australia, Brazil, Canada, Europe, Greece, Netherlands, South Africa, Spain, Turkey, UK, US"
1247,Fear of a Blank Planet,Porcupine Tree,"Argentina, Australia, Brazil, Canada, Europe, India, Indonesia, Japan, Malaysia, Mexico, Netherlands, Russia, South Africa, South Korea, Taiwan, UK, UK, Europe, US, US, Canada, Ukraine"
1248,Fear of the Dark,Iron Maiden,"Argentina, Australasia, Australia, Bolivia, Brazil, Bulgaria, Canada, Chile, Colombia, Croatia, Ecuador, Europe, France, Greece, Hungary, India, Indonesia, Israel, Italy, Japan, Malaysia, Mexico, Netherlands, Poland, Portugal, San Marino, South Africa, South Korea, Spain, Taiwan, Turkey, UK, UK, Europe, US, Uruguay, Venezuela"
1249,Fearless,Taylor Swift,"Australasia, Canada, China, Indonesia, Malaysia, Singapore, South Korea, Thailand, UK, Europe, US"
1250,Fearless (Taylor's Version),Taylor Swift,"Argentina, Australia, Brazil, Europe, Japan, Mexico, US, Worldwide"
1251,Feed Me Weird Things,Squarepusher,UK
1252,Feed the Animals,Girl Talk,"France, Japan, US"
1253,Feels,Animal Collective,"Australia, New Zealand, Germany, UK, UK, US"
1254,Felt Mountain,Goldfrapp,"Australasia, Australia, New Zealand, Benelux, Brazil, Europe, France, Germany, Mexico, Poland, Russia, Spain, UK, US, US, Canada, Ukraine"
1255,Ferment,Catherine Wheel,"Canada, Europe, Thailand, UK, UK, Europe, US"
1256,Fetch,Melt-Banana,"Japan, US"
1257,Fetch the Bolt Cutters,Fiona Apple,"Australia, Canada, Europe, France, Japan, US"
1258,Fever Ray,Fever Ray,"Australasia, Australia, Europe, Japan, Poland, Sweden, UK, UK, Europe, US"
1259,Fever to Tell,Yeah Yeah Yeahs,"Argentina, Australia, Australia, New Zealand, Brazil, Canada, Europe, France, Indonesia, Israel, Japan, Malaysia, Mexico, Thailand, UK, UK, Europe, US"
1260,Fevers and Mirrors,Bright Eyes,"Japan, UK, US"
1261,Fiction,Dark Tranquillity,"Argentina, Australia, Europe, Japan, Russia, South Korea, Sweden, Thailand, US"
1262,Field of Reeds,These New Puritans,"Asia, Europe, Mexico, UK, Europe, US"
1263,Fifth Dimension,The Byrds,"Australia, Canada, France, Germany, Italy, New Zealand, South Africa, UK, US"
1264,Figure 8,Elliott Smith,"Australasia, Canada, Europe, Germany, Indonesia, Japan, US"
1265,Filles de Kilimanjaro,Miles Davis,UK
1266,Filosofem,Burzum,UK
1267,Filth,Swans,"Germany, US"
1268,Final Straw,Snow Patrol,"Europe, France, Russia, UK, US"
1269,Finally Rich,Chief Keef,"Europe, France, US"
1270,Finally We Are No One,múm,"Japan, Poland, Russia, UK"
1271,Fine Line,Harry Styles,"Argentina, Australia, Brazil, Canada, Europe, Mexico, US, US, Europe, Worldwide"
1272,Fire and Water,Free,"Australia, Canada, France, Germany, Greece, Israel, Italy, Japan, Nigeria, Portugal, South Africa, Spain, UK, US"
1273,Fire of Love,The Gun Club,US
1274,Fire of Unknown Origin,Blue Öyster Cult,"Australia, Brazil, Canada, Europe, Greece, Italy, Japan, Netherlands, New Zealand, Spain, UK, US"
1275,Fireball,Deep Purple,"Argentina, Australia, Canada, Denmark, Finland, France, Germany, Greece, India, Iran, Ireland, Israel, Italy, Japan, Lebanon, Mexico, Netherlands, New Zealand, Nicaragua, Norway, Philippines, Portugal, Scandinavia, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Sweden, Taiwan, Thailand, Turkey, UK, US, Yugoslavia"
1276,Firepower,Judas Priest,"Australia, Brazil, Bulgaria, Canada, Colombia, Europe, Germany, Japan, Mexico, Russia, South Korea, UK, US, US, Canada"
1277,First Band on the Moon,The Cardigans,"Argentina, Australasia, Brazil, Bulgaria, Canada, Chile, France, Germany, Indonesia, Israel, Japan, Malaysia, Mexico, Philippines, Poland, South Korea, Sweden, UK, Europe, US"
1278,First Impressions of Earth,The Strokes,"Europe, Mexico, UK, US"
1279,First Utterance,Comus,"Italy, Japan, UK"
1280,First and Last and Always,The Sisters of Mercy,"Australia, Canada, Europe, Germany, Italy, Philippines, Saudi Arabia, Spain, UK, UK, Europe, US"
1281,Fishscale,Ghostface Killah,"Australasia, Canada, Europe, Japan, Russia, US"
1282,Fistful of Metal,Anthrax,"Canada, Europe, France, UK, UK, France, US"
1283,Five Leaves Left,Nick Drake,UK
1284,Flamagra,Flying Lotus,"Europe, Japan, UK, UK, Europe, UK, US, US, US, Europe"
1285,Flamboyant,Dorian Electra,US
1286,Flash Gordon,Queen,"Ireland, Japan, Mexico, US"
1287,Fleet Foxes,Fleet Foxes,"Europe, South Korea, UK, UK, Europe, US"
1288,Fleetwood Mac,Fleetwood Mac,"Canada, New Zealand, US"
1289,Flick of the Switch,AC/DC,"Australia, Australia, New Zealand, Austria, Brazil, Canada, Denmark, Ecuador, Europe, Finland, France, Germany, Greece, Guatemala, Ireland, Israel, Italy, Japan, Malaysia, Mexico, Netherlands, New Zealand, Norway, Peru, Philippines, Portugal, Scandinavia, South Africa, South Korea, Spain, Sweden, Turkey, UK, UK, Europe, US, Venezuela"
1290,Flip Your Wig,Hüsker Dü,"UK, US"
1291,Float,Aesop Rock,US
1292,Floating Coffin,Thee Oh Sees,"Australia, US"
1293,Floating Into the Night,Julee Cruise,"Australia, Canada, Europe, Indonesia, Poland, South Africa, UK, Europe, US"
1294,Flockaveli,Waka Flocka Flame,"Canada, UK, US"
1295,Flood,They Might Be Giants,US
1296,Floodland,The Sisters of Mercy,"Argentina, Australia, Australia, New Zealand, Canada, Europe, Germany, Greece, Ireland, Malaysia, Philippines, Portugal, Spain, UK, UK, Europe, US, Uruguay, Yugoslavia"
1297,Floral Shoppe,Macintosh Plus,US
1298,Flume,Flume,"Australia, Australia, New Zealand, Europe, UK, UK, Europe"
1299,Fly by Night,Rush,"Australia, Brazil, Canada, Germany, Italy, Japan, Netherlands, UK, US"
1300,Fly on the Wall,AC/DC,"Argentina, Australia, Australia, New Zealand, Brazil, Canada, Colombia, Ecuador, Europe, Germany, Greece, Guatemala, Indonesia, Ireland, Israel, Italy, Japan, Mexico, New Zealand, Peru, Philippines, South Africa, Spain, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia, Zimbabwe"
1301,Flying Teapot,Gong,South Korea
1302,"Fold Your Hands Child, You Walk Like a Peasant",Belle & Sebastian,"Australia, Brazil, Canada, Germany, Japan, South Korea, UK, UK, Europe, US, US, Canada"
1303,Folie à deux,Fall Out Boy,"Argentina, Australasia, Brazil, Canada, Europe, Indonesia, Japan, Malaysia, Mexico, New Zealand, Poland, Russia, Singapore, South Africa, South Korea, UK, UK, Europe, US, US, Canada, Ukraine"
1304,Folklore,Taylor Swift,"Argentina, Australia, Brazil, China, Europe, Japan, Mexico, South Korea, Taiwan, US, Worldwide"
1305,Follow the Leader,Eric B. & Rakim,"Australia, Brazil, Canada, Europe, Germany, Thailand, UK, US"
1306,Follow the Leader,Korn,"Argentina, Australia, Austria, Brazil, Bulgaria, Canada, Chile, Costa Rica, Europe, France, India, Indonesia, Japan, Kenya, Malaysia, Mexico, Netherlands, Philippines, Poland, Russia, South Africa, South Korea, Thailand, Turkey, UK, US, Ukraine"
1307,Follow the Reaper,Children of Bodom,"Europe, Finland, Israel, Japan, Russia, South Korea, Taiwan, US, Ukraine"
1308,Foo Fighters,Foo Fighters,"Argentina, Australia, Australia, New Zealand, Brazil, Canada, Chile, China, Europe, France, Germany, Indonesia, Israel, Italy, Japan, Malaysia, Mexico, Moldova, Republic of, Netherlands, Peru, Philippines, Poland, South Africa, South Korea, Taiwan, Thailand, UK, UK, Europe, US, Ukraine, United Arab Emirates"
1309,Food House,Food House,US
1310,For Alto,Anthony Braxton,US
1311,"For Emma, Forever Ago",Bon Iver,US
